address,amount
0xccf04146399214eb7813ab45b50d004c5b254784,257683.444721278678830471
0xdbf72370021babafbceb05ab10f99ad275c6220a,208644.140014034661478230
0x9cbadd5ce7e14742f70414a6dcbd4e7bb8712719,49158.000000000000000000
0xa4fc358455febe425536fd1878be67ffdbdec59a,21671.719294717573745635
0x1b87fde6af5396165fdadf7f532784622a824abf,20592.719477684350163637
0xd7cfbcadaaf6475321cfcf3884f15a93400be658,12925.794297527827786702
0x3c02290922a3618a4646e3bbca65853ea45fe7c6,12491.907157120000000000
0xb3fb1ecfca5dd2df7b1ea1aab754e71c7481bd9e,8085.758311000000000000
0xc1b8997966867efbf303c1f2fc75edf585d6b9a0,4481.645081736473924240
0x14781b75f698b66acebc9abc2ff89343991eded1,4312.256380487555986551
0x44bdb19db1cd29d546597af7dc0549e7f6f9e480,3881.285977341939372457
0x98027dda9009ce6929f708ae00b5269967f16593,3691.854979900689843648
0xa2c938d32aae7df6dc359a5d5e8950ff534f5969,3422.562259954948478580
0x331a5db137249fc67ebd8ea528ced7071ba7227d,3320.963700486174663893
0x7240ac91f01233baaf8b064248e80feaa5912ba3,3078.928272485037091566
0xec088b98965ed94cc33e4c0bdcaa291568420799,2897.936845265116946380
0x0a4e9f69f5b2e1e661da9ed98956f928200ea4ba,2376.824999999999894100
0x3c320ea57eb24b51f27b889691ea11022cd38ce2,2354.962582809848872714
0x553ad04a07a2d8edf120182d95bf8de89c6ea845,1782.540527614009860785
0x2478332fe393ba40ddc9caf8353a333fa64fdd3f,1658.899865000000000000
0xee29c16f3ae7721832d2446e42762358aabf2a4c,1563.000000000000000000
0xe75021660e00a7fa0df1b97da13ebabe6d82e7ea,1552.203791248193535441
0xe774e84167c568381ab437486d15401c3c125a6c,1403.816694503862895087
0x558072aff399c7fcaa2fbe1ff861958bef98b815,1400.006669885657157784
0x8696573501151f2054649753b650d4a0c5a24078,1348.226657853748268028
0x0f28b39a420b9331ba7044d891f2ffafe7dbcd19,1347.764904625578000000
0xccc6882e839fe2c7c4a6a5087be2b3050c1918ec,1300.000000000000000000
0x3e9406eb7b05f47b13cfa3ad9e6d0e7fa60e16dc,1260.095477673918082641
0x1afae5057b3482a76d3832a32dfd2a902e6925ab,1250.000000000000000000
0xe6e7d58006822e9c44838378a22f358e5d1bfb7c,1243.000000000000000000
0xb2713540bb2cddfb42d860a7f090c03cd754bbf8,1238.000000000000000000
0x0ef71f2c503eaf4b0794389cb25633419a336f67,1213.458491392000000000
0xa58b9747668c3d0d099ffa316943428a46b5ce9e,1195.122127627686510911
0x0d0707963952f2fba59dd06f2b425ace40b492fe,1111.241453416281402285
0x60f820b876eb2c710abdab67a0ae15fde35fbefb,1097.210936801065551497
0x46925b6ee609b58116aa0bc63443210b7774faf4,1072.076495000000000000
0x287986db0e9752ebbcab948a62bf050ce6505628,1059.575720700000000000
0x62fba308eb54658863863463078634956b5bf9ef,1017.062088236019946923
0x7c1908d49266ba2999c41b07b0895c33821f53a9,1012.092426311266362034
0x4006056652872538e0401eef3377e2fdf8828415,994.844288300000000000
0xe2c4610fd0dcf65e88879caf4b4b01f148d1fa45,993.704580798723744045
0x80a2386fe6591ee49a3941b808876364c787be46,988.522778874984649641
0xfaa7c7852b1c67cac4808c710f21c9ab37e8ef39,951.821933516764554621
0xdbbb82f339e4d48071353615b6a91ba2f7635b4d,946.562285048494542501
0xe72e3ffc3d9eae8cd12863399b803a08fdf2dd87,930.444982640000000000
0x28c30e5fbdb64c42d4fa1abc19c42cd5f9c385fb,926.000000000000000000
0x2f24a7acd70e866c34e0b09418053339a859c34f,921.559700000000000000
0x8a261a485864a29a7499e749de35fcbe844f7a7c,888.000000000000000000
0xc8869c123bab5abf71953d75332191f19dd669da,887.000000000000000000
0xb8779ed2d6cceb01bf7b000105671a6cd609a39e,876.000000000000000000
0xffb7bd15e36c207a88d8082d5cb4ca8aa20cd738,830.172335838399388008
0x46a74fe54e48ed599c0cbc18de0fc7418127969d,800.761594206457415598
0xcbf40d8b9e8498a42e045a7834310507118f4892,791.373947635762399986
0xc34274b5f8646104f6b9800d1c17448f38e77215,790.058763815299329344
0xbbde4a63f0e922ae4508f551df1883b175407adf,775.902216687672752043
0xcce8d59affdd93be338fc77fa0a298c2cb65da59,759.029331524856840130
0xd4e27f5ebe1921e7617bee997b34b0736ce96cee,757.710315414623175513
0x095c88c297d2743e3ccc37f980d4bbf79ae4cbec,756.789551066321118252
0x85cf88abf2ad75073191e8f474da621a76fab5c6,755.932352204138978954
0x0c91f59d53bfe1c6c4ee678c4417823fd3392ab5,754.000000000000000000
0xd60fd207841d48e45188dec938c922a06d70207c,752.000000000000000000
0x81b47c0803e94768bdb05b9b00b18d609579dccb,748.335354080450590056
0xde6ac36d1e88a142a6f88cb45709c2b59aaaab52,727.440000000000000000
0xadf094b2b6d2c6f4d8e60f714be005a378b26d36,723.917034201324871023
0x5fbaf9c8cc0a631929fdaf3f31a00ef0267c75f8,707.275647999110000000
0x1bec08e9f91301d4446c3a70895379bb8a39844d,704.325677644424694355
0xfd4709835045d332dce8a1530fa5c80f68c51f0d,704.154303150051248216
0xed2f1a00190d1b67c62e3591df39271455512412,704.004297626401562682
0x161a0423b830031b940c6d5a758ba918a2ae23e0,701.000000000000000000
0xc1782c08593372b59661860a82b5efa76820224c,687.000000000000000000
0x8363deed959e264305450c3964d86f45b6eb7602,667.218000000000000000
0x92fc58d5b963f59e0e8bd4ed4ef22ebadcebe49a,657.080312000000000000
0xddd5ee1e42b3ac002f9cc07ec3a1a039cb4bb0de,646.793493074832781634
0xc48997a7d153200f8622787740d03e8c1dbfcd4a,613.166655000000000000
0x7a8978802e52f24621dd0807b7f0803d9c7a4ae0,607.210224655980396717
